,Name,Molecular_Weight,Bulkiness,Polarity_Grantham,Recognition_Factors,Hydrophobicity_Sweet,Hydrophobicity_Kyte_Doolittle,Hydrophobicity_Abraham_Leo,Hydrophobicity_Bull_Breese,Hydrophobicity_Guy,Hydrophobicity_Miyazawa_Jernigan,Hydrophobicity_Roseman,Hydrophobicity_Wolfenden,Hydrophobicity_Hplc_Wilson,Hydrophobicity_Hplc_Ph_3_4_Cowan,Hydrophobicity_Rf_Mobility,HPLC_Tfa_Retention,HPLC_Retention_Ph_2_1,Percentage_Buried_Res,Hydrophobicity_Chothia,Ratio_Hetero_End_Side,Average_Flexibility_BP,Beta_Sheet_Chou_Fasman,Alpha_Helix_Deleage_Roux,Beta_Turn_Deleage_Roux,Alpha_Helix_Levitt,Beta_Turn_Levitt,Antiparallel_Beta_Strand,Aa_Composition,Relative_Mutability,Number_Of_Codons,Polarity_Zimmerman,Refractivity,Hydrophobicity_Eisenberg,Hydrophobicity_Hopp_Woods,Hydrophobicity_Manavalan,Hydrophobicity_Black,Hydrophobicity_Fauchere,Hydrophobicity_Janin,Hydrophobicity_Rao_Argos,Hydrophobicity_Tanford,Hydrophobicity_Welling,Hydrophobicity_Hplc_Parker,Hydrophobicity_Hplc_Ph_7_5_Cowan,Hplc_Hfba_Retention,Transmembrane_Tendency,Hplc_Retention_Ph_7_4,Percentage_Accessible_Res,Hydrophobicity_Rose,Avg_Area_Buried,Alpha_Helix_Chou_Fasman,Beta_Turn_Chou_Fasman,Beta_Sheet_Deleage_Roux,Coil_Deleage_Roux,Beta_Sheet_Levitt,Total_Beta_Strand,Parallel_Beta_Strand,Aa_Composition_Swissprot,Disorder_Propensity_TOP_IDP,Aa_Flexibility_VTR,Disorder_Propensity_FoldUnfold,Disorder_Propensity_DisProt,Aggrescan_av4,Aggrescan_av4_pos,Aggrescan_Nr_hotspots,Zyggregator_profile_smoothed,Zyggregator_profile_smoothed_pos
0,0_Boughter,3769.0,375.86000000000007,227.89999999999995,2543.0,5.869999999999999,-20.2,10.55,-6.08,3.700000000000002,147.89,-6.2399999999999975,-135.47000000000003,65.2,2.3099999999999996,145.89999999999995,56.5,77.1,165.7,6.940000000000003,18.49,13.020000000000001,29.889999999999993,23.629,29.035000000000004,23.13,31.630000000000003,31.759999999999994,150.10000000000005,2090.0,103.0,230.72000000000006,472.53999999999985,1.0799999999999996,-13.1,351.80000000000007,15.654000000000002,11.39,-4.100000000000001,25.47999999999999,2.6999999999999997,-13.689999999999994,54.20000000000002,-1.839999999999999,57.8,-4.999999999999999,96.9,173.29999999999998,20.310000000000006,3563.399999999999,23.160000000000004,32.7,29.428000000000008,30.35700000000001,30.229999999999993,30.460000000000004,26.849999999999987,145.83000000000004,-2.4909999999999997,28.00100000000001,602.1599999999999,-2.549,3.1006,5.799000000000001,2,-11.256359628552664,2.4552434105618617
1,1_Boughter,3714.0,400.40000000000003,229.39999999999995,2388.0,0.5699999999999994,-20.399999999999995,16.349999999999998,-4.5,-0.44999999999999973,146.19,-8.93,-132.09,48.7,4.709999999999998,132.79999999999998,85.89999999999999,98.60000000000002,132.70000000000002,6.880000000000003,16.949999999999996,11.81,27.699999999999996,25.230999999999998,24.780000000000005,25.60999999999999,28.620000000000005,29.55999999999999,131.8,2172.0,79.0,327.88,471.39999999999986,2.6500000000000004,-9.999999999999998,337.94,14.327,13.020000000000007,-2.8000000000000003,23.249999999999993,6.700000000000001,-8.799999999999999,48.2,-2.779999999999998,85.3,-10.709999999999999,69.49999999999999,152.29999999999998,19.650000000000002,3512.2999999999997,25.60000000000001,29.420000000000005,27.160999999999998,28.969999999999988,27.789999999999992,28.210000000000008,24.259999999999998,129.46000000000004,-1.8199999999999998,26.894000000000002,580.0200000000001,-1.436,-1.9417999999999993,4.939800000000001,1,-15.34689278716058,4.40352244098162
2,2_Boughter,4278.0,428.75000000000006,253.49999999999994,2720.0,8.35,-22.800000000000004,17.889999999999997,-8.799999999999999,0.860000000000001,168.04999999999998,-3.1500000000000012,-143.14000000000001,84.5,6.119999999999999,167.09999999999994,76.49999999999999,99.0,170.2,7.790000000000003,18.319999999999997,14.000000000000002,32.88999999999999,27.767999999999997,31.484,27.289999999999992,34.029999999999994,34.76,157.80000000000004,2306.0,96.0,281.35,553.7499999999999,3.3799999999999994,-16.500000000000004,394.2900000000001,17.907,13.670000000000002,-4.200000000000001,27.439999999999984,5.809999999999999,-16.569999999999993,50.70000000000001,-1.6699999999999986,62.999999999999986,-6.079999999999999,84.19999999999999,180.89999999999995,22.63000000000001,4053.3999999999996,27.250000000000007,35.230000000000004,31.594000000000005,33.03300000000001,32.73,33.63000000000001,30.459999999999994,154.60999999999996,-3.834,30.942000000000007,674.87,-3.171,3.5615999999999994,6.875000000000002,1,-5.827272967292927,5.00786522193708
3,3_Boughter,4499.0,471.8500000000001,280.39999999999986,2884.0,3.4899999999999993,-27.000000000000004,10.270000000000001,-4.260000000000001,2.000000000000001,175.96999999999994,-14.950000000000003,-170.28,59.8,2.4799999999999995,161.49999999999991,101.69999999999996,94.19999999999999,173.7,8.090000000000003,19.04,14.549999999999997,34.43999999999999,31.279000000000003,32.50000000000001,30.769999999999996,34.68999999999999,35.4,175.50000000000003,2529.0,105.0,383.19000000000005,568.92,-1.1499999999999997,-8.200000000000001,413.8700000000002,17.518,10.919999999999998,-6.7,28.54999999999999,2.5599999999999996,-9.309999999999997,64.09999999999998,-4.609999999999999,89.4,-13.069999999999997,90.59999999999997,195.59999999999994,23.790000000000006,4257.4,30.55000000000001,35.89000000000001,32.729,34.577000000000005,34.06999999999999,33.91000000000001,29.639999999999993,171.61999999999995,-3.223,32.905,707.0799999999998,-2.8080000000000003,-2.027,3.8569999999999993,1,-23.47273458296363,2.185614463176575
4,4_Boughter,4021.0,393.24999999999994,261.9,2778.0,1.4100000000000006,-23.3,9.930000000000001,-1.6099999999999994,2.070000000000001,161.41,-7.7299999999999995,-130.73000000000002,66.2,2.3,150.89999999999995,60.39999999999998,63.9,190.4,8.150000000000002,21.599999999999994,14.330000000000002,30.869999999999997,27.258000000000006,34.93100000000001,27.029999999999998,35.42999999999999,31.989999999999995,170.5,2352.0,108.0,233.08,475.91999999999985,2.840000000000001,-11.299999999999997,386.5400000000001,16.497999999999998,10.93,-3.0,28.599999999999987,3.650000000000001,-21.060000000000002,73.39999999999999,-3.2399999999999998,47.599999999999994,-7.79,66.80000000000001,189.59999999999997,22.340000000000007,3754.2999999999997,26.91000000000001,35.879999999999995,30.314000000000004,32.895,32.11,30.670000000000005,27.089999999999996,166.4,-0.6220000000000002,31.085000000000004,647.5699999999998,-0.9990000000000001,-1.023000000000001,5.868599999999999,2,-12.259324208725408,3.8563254443493955
5,5_Boughter,4119.0,442.57,245.49999999999994,2759.0,8.719999999999995,-3.1999999999999997,18.659999999999997,-8.439999999999998,-3.919999999999999,176.92,1.7899999999999994,-115.34000000000002,82.3,9.099999999999998,173.39999999999992,110.2,107.0,197.7,8.860000000000001,17.429999999999996,13.590000000000002,33.669999999999995,28.89,30.250000000000004,28.379999999999992,31.850000000000005,34.48,168.60000000000005,2435.0,106.0,182.58,515.9699999999999,6.749999999999998,-21.400000000000002,399.0900000000001,18.674,16.58000000000001,-0.7,30.569999999999986,9.56,-15.729999999999993,26.4,4.799999999999999,93.59999999999998,2.2999999999999994,118.19999999999997,179.89999999999995,23.01,4020.3999999999987,28.35000000000001,33.39,32.891,31.997000000000003,33.029999999999994,34.040000000000006,32.92999999999999,165.84,-4.133999999999999,30.832,678.1400000000001,-3.387,6.827,8.6494,1,-19.435273896651143,0.4063238602160759
6,6_Boughter,3554.0,362.92000000000013,226.69999999999996,2521.0,2.7300000000000004,-8.399999999999999,10.030000000000003,-1.6199999999999999,-1.1699999999999993,151.84999999999997,-2.3400000000000007,-101.93,47.99999999999999,2.26,143.49999999999994,76.79999999999997,71.1,182.19999999999996,7.790000000000003,17.15,12.35,28.559999999999995,25.441000000000003,28.646000000000004,25.159999999999997,29.94,30.229999999999993,155.20000000000002,2198.0,103.0,179.1,412.77,4.970000000000001,-16.099999999999998,351.4800000000001,15.627999999999998,12.52,-0.39999999999999997,28.75999999999999,5.780000000000001,-12.679999999999994,51.80000000000002,1.3800000000000012,64.69999999999999,-0.2200000000000002,90.3,169.1,20.580000000000005,3414.7999999999997,25.270000000000003,30.830000000000005,28.475000000000005,29.524999999999995,29.699999999999992,28.98000000000001,25.589999999999996,150.51999999999998,-1.4589999999999996,27.883000000000003,593.7299999999999,-1.126,1.9729999999999996,4.699,1,-10.398757822235927,2.1088553740603246
7,7_Boughter,3898.0,391.62000000000006,276.1999999999999,2592.0,-6.240000000000004,-38.5,6.559999999999999,3.3300000000000027,5.110000000000001,148.98999999999998,-22.619999999999997,-153.56,41.3,0.4099999999999995,123.5,43.60000000000001,65.80000000000001,156.5,7.190000000000003,21.399999999999995,13.739999999999998,28.539999999999992,26.029999999999998,33.916,26.539999999999992,35.69999999999999,27.56999999999999,155.80000000000004,2442.0,85.0,380.73,443.16999999999996,-2.3799999999999994,1.4000000000000017,368.70000000000016,13.989,5.0,-5.5,22.82999999999999,2.4799999999999995,-16.179999999999993,103.6,-10.100000000000001,43.19999999999999,-22.42,41.2,177.99999999999994,21.200000000000006,3522.7000000000007,25.970000000000013,36.660000000000004,26.074,33.50000000000001,28.89999999999999,26.770000000000007,24.509999999999998,152.03999999999996,-1.0300000000000002,30.104,611.3500000000003,-1.5710000000000004,-12.078800000000003,1.4211999999999998,0,-32.729408407837184,1.812916111850864
8,8_Boughter,4051.0,418.10999999999996,247.89999999999995,2746.0,7.119999999999999,-7.2,18.409999999999997,-7.559999999999999,-2.199999999999999,173.57999999999998,-0.8900000000000006,-110.96000000000001,75.9,8.629999999999997,170.99999999999994,106.29999999999998,104.70000000000002,199.2,8.800000000000002,18.339999999999996,13.95,32.58999999999999,27.596,31.587000000000007,27.35999999999999,33.78,33.69999999999999,170.39999999999998,2294.0,108.0,227.0500000000001,494.15999999999985,6.619999999999999,-17.200000000000003,394.97,18.241,15.740000000000002,-0.8,30.54999999999999,9.520000000000003,-18.69,40.600000000000016,2.6900000000000013,86.89999999999999,-0.27000000000000046,107.89999999999998,183.49999999999997,22.91000000000001,3916.299999999999,27.510000000000012,34.650000000000006,32.085,32.914,32.88999999999999,32.930000000000014,30.889999999999993,167.52999999999994,-3.503999999999999,30.882000000000005,668.78,-2.714,4.808000000000001,7.508400000000001,2,-6.831132972150929,6.555769413553849
9,9_Boughter,3668.0,368.68,235.39999999999998,2506.0,1.7200000000000002,-18.299999999999997,9.940000000000001,-1.33,-0.17999999999999927,149.18999999999997,-6.2,-123.22000000000001,54.3,0.7999999999999996,135.39999999999998,77.49999999999997,73.29999999999998,168.69999999999996,7.400000000000002,18.619999999999997,12.510000000000002,28.649999999999995,25.12,29.757,25.039999999999996,30.660000000000004,29.569999999999993,149.40000000000003,2161.0,96.0,231.30000000000004,441.66999999999985,2.6000000000000005,-13.300000000000002,349.2300000000001,14.98,10.96,-2.1,26.26999999999999,4.220000000000001,-10.909999999999995,56.0,-1.549999999999999,69.99999999999999,-5.8999999999999995,82.1,167.09999999999997,20.380000000000006,3477.6,24.720000000000006,31.780000000000005,27.785000000000007,29.721,29.269999999999996,28.210000000000008,24.43,145.25,-1.7019999999999995,27.922,593.3299999999999,-1.429,-0.8990000000000011,4.666,1,-8.375227464590564,2.9709501922896524
